id,player_name,appearances_time, field_goal_percentage ,shots_made,shots_try, three_pointer_percentage ,three_shots_made,three_shots_try, free_throws_percentage ,free_throw_made,free_throws_try,rebounds,assists,steals,blocks,turnovers,fouls,scores,is_allstar
294,Shaquille Harrison,19.6,0.43,2.5,5.8,0.27,0.3,1.2,0.67,1.1,1.7,3,1.9,1.2,0.4,0.8,1.7,6.5,0
244,Billy Garrett,15.8,0.41,2.8,6.8,0,0,2,1,1,1,0.8,1.8,0.3,0.3,0.5,0.8,6.5,0
530,David Nwaba,19.3,0.48,2.5,5.1,0.32,0.5,1.5,0.68,1.1,1.7,3.2,1.1,0.7,0.3,0.6,2.1,6.5,0
708,Johnathan Williams,15.5,0.59,2.7,4.6,0,0,0.1,0.56,1.1,2,4.1,0.5,0.3,0.3,0.7,2.6,6.5,0
463,T.J. McConnell,19.3,0.53,2.9,5.5,0.33,0.2,0.6,0.78,0.4,0.5,2.3,3.4,1,0.2,1.2,1.4,6.4,0
91,Sterling Brown,17.8,0.47,2.5,5.4,0.36,0.9,2.5,0.69,0.5,0.7,3.2,1.4,0.4,0.1,0.8,1.5,6.4,0
471,Jodie Meeks,13,0.54,2.6,4.9,0.44,1,2.3,1,0.1,0.1,1.5,1,0.1,0.1,0.3,0.6,6.4,0
185,Gorgui Dieng,13.6,0.5,2.5,5,0.34,0.3,0.7,0.83,1.2,1.4,4.1,0.9,0.6,0.5,0.8,1.8,6.4,0
476,C.J. Miles,16.2,0.36,2.1,5.9,0.33,1.3,3.8,0.83,0.9,1.1,1.8,0.7,0.5,0.3,0.6,1.5,6.4,0
552,Cameron Payne,17.8,0.43,2.4,5.6,0.3,0.6,2.1,0.81,0.8,1,1.8,2.7,0.7,0.2,1.1,1.6,6.3,0
284,Devin Harris,15.8,0.38,1.9,5.1,0.31,0.9,2.9,0.76,1.5,2,1.6,1.8,0.5,0.2,0.8,2,6.3,0
423,Kevon Looney,18.5,0.63,2.7,4.3,0.1,0,0.1,0.62,0.8,1.3,5.2,1.5,0.6,0.7,0.6,2.6,6.3,0
354,Jonas Jerebko,16.7,0.46,2.2,4.9,0.37,0.9,2.6,0.8,0.9,1.1,3.9,1.3,0.4,0.2,0.6,1.9,6.3,0
126,Omri Casspi,14.4,0.53,2.4,4.5,0.35,0.4,1.2,0.67,1.1,1.6,3.2,0.7,0.6,0.3,0.6,1,6.3,0
190,Tyler Dorsey,14.5,0.41,2.2,5.5,0.33,0.9,2.8,0.62,0.8,1.3,2.4,1.2,0.3,0,0.6,1.1,6.2,0
38,Mo Bamba,16.3,0.48,2.5,5.2,0.3,0.4,1.5,0.59,0.8,1.3,5,0.8,0.3,1.4,0.9,2.2,6.2,0
167,Troy Daniels,14.9,0.41,2.2,5.4,0.38,1.5,3.8,0.78,0.4,0.5,1.4,0.5,0.5,0.1,0.5,1.5,6.2,0
46,Jerryd Bayless,19.3,0.36,2.4,6.8,0.3,0.9,2.9,0.57,0.5,0.8,1.8,3.5,0.5,0.1,0.9,1.6,6.1,0
709,Kenrich Williams,23.5,0.38,2.3,6.1,0.33,1.1,3.4,0.68,0.3,0.4,4.8,1.8,1,0.4,0.8,2.1,6.1,0
173,Sam Dekker,16.8,0.47,2.6,5.4,0.31,0.4,1.3,0.61,0.6,1,3.1,1,0.8,0.1,0.5,1,6.1,0
113,Isaiah Canaan,21,0.39,2.1,5.5,0.35,1.1,3.2,0.79,0.6,0.8,1.9,2.8,0.5,0.1,1.2,1.7,6,0
134,Wilson Chandler,23.1,0.42,2.2,5.4,0.37,1.2,3.1,0.72,0.4,0.5,4.2,1.6,0.5,0.4,0.9,2.4,6,0
639,Tony Snell,17.6,0.45,2.2,4.9,0.4,1.1,2.8,0.88,0.5,0.6,2.1,0.9,0.4,0.2,0.3,1.2,6,0
202,Henry Ellenson,13.6,0.41,2.1,5,0.45,0.9,2,0.76,1,1.3,3.5,0.8,0.4,0.1,0.5,1.4,6,0
183,Cheick Diallo,14,0.62,2.6,4.2,0.25,0,0.1,0.75,0.8,1,5.2,0.5,0.5,0.5,0.8,1.8,6,0
177,Matthew Dellavedova,16.9,0.41,2,5,0.34,0.9,2.7,0.81,0.9,1.1,1.6,3.8,0.3,0,1.4,1.6,5.9,0
227,Yogi Ferrell,15,0.44,2.2,5,0.36,0.8,2.1,0.9,0.8,0.9,1.5,1.9,0.5,0.1,0.6,0.9,5.9,0
312,Aaron Holiday,12.9,0.4,2.1,5.2,0.34,0.9,2.5,0.82,0.8,1,1.3,1.7,0.4,0.3,0.8,1.4,5.9,0
414,Meyers Leonard,14.4,0.55,2.2,4,0.45,0.8,1.8,0.84,0.7,0.8,3.8,1.2,0.2,0.1,0.7,1.7,5.9,0
645,Nik Stauskas,14.9,0.4,2,5,0.37,1,2.8,0.89,0.8,0.9,1.9,1.2,0.3,0.1,0.8,0.7,5.9,0
470,Jordan McRae,12.3,0.47,2.3,4.8,0.29,0.4,1.3,0.8,1,1.3,1.5,1.1,0.5,0.3,0.6,1,5.9,0
644,Omari Spellman,17.5,0.4,2.1,5.3,0.34,1,2.8,0.71,0.7,1,4.2,1,0.6,0.5,0.7,1.5,5.9,0
714,D.J. Wilson,18.4,0.41,2.2,5.2,0.36,1,2.6,0.55,0.5,1,4.6,1.1,0.4,0.4,0.7,1.8,5.8,0
574,Ivan Rabb,14.7,0.55,2.4,4.3,0.2,0.1,0.3,0.71,1,1.4,4.2,1.1,0.3,0.3,0.7,1.8,5.8,0
391,Furkan Korkmaz,14.1,0.4,2,5.1,0.33,1,3,0.82,0.8,0.9,2.2,1.1,0.6,0,0.5,1.3,5.8,0
170,Ed Davis,17.9,0.62,2.3,3.7,0,0,0,0.62,1.2,2,8.6,0.8,0.4,0.4,0.8,2.8,5.8,0
301,Juancho Hernang¨®mez,19.4,0.44,2,4.5,0.37,0.9,2.6,0.77,0.9,1.2,3.8,0.8,0.4,0.3,0.5,1.3,5.8,0
606,Mike Scott,17.7,0.4,2.1,5.3,0.4,1.3,3.2,0.67,0.3,0.4,3.5,0.8,0.3,0.2,0.6,2,5.8,0
332,Andre Iguodala,23.2,0.5,2.2,4.4,0.33,0.7,2.1,0.58,0.6,1,3.7,3.2,0.9,0.8,0.8,1.4,5.7,0
524,Frank Ntilikina,21,0.34,2.2,6.6,0.29,0.8,2.7,0.77,0.5,0.7,2,2.8,0.7,0.3,1.3,2.4,5.7,0
535,Elie Okobo,18.1,0.39,2.2,5.5,0.3,0.7,2.5,0.79,0.7,0.9,1.8,2.4,0.6,0.1,1.3,2.1,5.7,0
157,Torrey Craig,20,0.44,2.1,4.8,0.32,0.8,2.5,0.7,0.7,0.9,3.5,1,0.5,0.6,0.6,2.3,5.7,0
664,Daniel Theis,13.8,0.55,2.2,4,0.39,0.4,1,0.74,0.8,1.2,3.4,1,0.3,0.6,0.5,2.4,5.7,0
47,Aron Baynes,16.1,0.47,2.1,4.4,0.34,0.4,1.2,0.86,1,1.2,4.7,1.1,0.2,0.7,0.8,2.5,5.6,0
299,John Henson,13.4,0.46,2.2,4.8,0.36,0.8,2.2,0.6,0.4,0.7,5.1,1,0.5,0.8,0.9,1.1,5.6,0
10,Grayson Allen,10.9,0.38,1.8,4.7,0.32,0.8,2.6,0.75,1.2,1.6,0.6,0.7,0.2,0.2,0.9,1.2,5.6,0
575,Chasson Randle,15.2,0.42,1.9,4.4,0.4,0.9,2.3,0.69,0.9,1.3,1.1,2,0.5,0.1,0.9,1.9,5.5,0
233,Tim Frazier,19,0.44,2,4.4,0.37,0.6,1.7,0.76,0.7,0.9,2.8,4.2,0.5,0.1,1.3,1.9,5.3,0
519,Raul Neto,12.8,0.46,2,4.4,0.33,0.5,1.6,0.85,0.8,0.9,1.7,2.5,0.4,0.1,0.9,1.3,5.3,0
263,Treveon Graham,20.4,0.34,1.8,5.5,0.3,1.1,3.7,0.82,0.5,0.6,3.1,1,0.4,0.2,0.5,1.9,5.3,0
490,Greg Monroe,11.2,0.49,2.1,4.4,0.2,0,0.1,0.63,1,1.7,4,0.6,0.3,0.2,0.7,1.5,5.3,0
1,foreign_player,19,0.36,1.8,5.1,0.32,1.3,4.1,0.92,0.4,0.4,1.5,0.6,0.5,0.2,0.5,1.7,5.3,0
713,Troy Williams,14.9,0.45,2.1,4.7,0.32,0.7,2.1,0.6,0.4,0.7,2.8,0.5,0.5,0.4,0.4,1.8,5.3,0
531,Royce O'Neale,20.4,0.48,2,4.2,0.39,0.8,2.1,0.76,0.4,0.5,3.5,1.5,0.7,0.3,0.9,2.1,5.2,0
330,Chandler Hutchison,20.3,0.46,2.2,4.8,0.28,0.3,1.1,0.61,0.5,0.9,4.2,0.8,0.5,0.1,0.6,1.3,5.2,0
451,Frank Mason III,11.4,0.42,1.9,4.4,0.22,0.4,1.7,0.68,1,1.5,1.1,2.2,0.4,0.1,0.9,0.9,5.1,0
571,Alex Poythress,14.5,0.49,1.9,3.9,0.39,0.4,1.1,0.62,0.9,1.4,3.6,0.8,0.2,0.5,0.6,2.2,5.1,0
598,Brandon Sampson,15.3,0.47,2,4.3,0.38,0.8,2.1,0.67,0.3,0.4,1.1,0.7,0.6,0.2,0.9,1.4,5.1,0
373,Jalen Jones,13.4,0.42,1.6,3.9,0.36,0.6,1.8,0.7,1.2,1.7,2.1,0.4,0.6,0.1,0.5,1.7,5.1,0
473,De'Anthony Melton,19.7,0.39,2,5.1,0.31,0.6,1.9,0.75,0.4,0.6,2.7,3.2,1.4,0.5,1.5,2.3,5,0
56,Dragan Bender,18,0.45,1.9,4.3,0.22,0.5,2.2,0.59,0.7,1.2,4,1.2,0.4,0.5,0.8,2,5,0
339,Wes Iwundu,18.1,0.41,1.7,4,0.37,0.4,1.2,0.82,1.2,1.5,2.7,1.1,0.4,0.3,0.6,1.8,5,0
443,Thon Maker,15.2,0.41,1.7,4.2,0.32,0.8,2.4,0.67,0.9,1.3,3.2,0.7,0.3,0.8,0.5,1.6,5,0
671,Anthony Tolliver,16.6,0.38,1.5,4,0.38,1.2,3.3,0.78,0.7,0.9,2.7,0.7,0.3,0.3,0.6,1.4,5,0
579,Cameron Reynolds,13.6,0.42,1.7,4.1,0.41,1.1,2.7,0.89,0.4,0.5,1.6,0.7,0.3,0.1,0.3,1.4,5,0
44,Keita Bates0Diop,16.8,0.42,2,4.7,0.25,0.4,1.7,0.64,0.6,0.9,2.8,0.6,0.6,0.5,0.5,1,5,0
457,Luc Mbah a Moute,15.3,0.44,2,4.5,0.33,0.5,1.5,0.4,0.5,1.3,1.8,0.5,0.3,0.3,0.5,2,5,0
197,Jared Dudley,20.7,0.42,1.7,4.1,0.35,0.9,2.6,0.7,0.5,0.8,2.6,1.4,0.6,0.3,0.7,2.2,4.9,0
78,Corey Brewer,15.9,0.43,1.7,4,0.32,0.5,1.4,0.72,1,1.4,2.5,1.3,1,0.2,0.6,2,4.9,0
188,Donte DiVincenzo,15.2,0.4,1.9,4.6,0.27,0.8,3.1,0.75,0.3,0.4,2.4,1.1,0.5,0.2,0.7,1.4,4.9,0
148,Bonzie Colson,12.3,0.33,1.6,4.9,0.24,0.6,2.6,0.89,1,1.1,3.8,0.4,0.6,0.1,0.4,0.4,4.9,0
409,Damion Lee,11.7,0.44,1.8,4,0.4,0.8,2.1,0.86,0.6,0.7,2,0.4,0.4,0,0.3,0.9,4.9,0
122,Michael Carter0Williams,13.3,0.37,1.6,4.4,0.26,0.4,1.4,0.6,1.1,1.9,2.5,2.5,0.7,0.5,0.7,1.7,4.8,0
92,Troy Brown Jr.,14,0.42,1.9,4.5,0.32,0.4,1.3,0.68,0.6,0.9,2.8,1.5,0.4,0.1,0.6,1.1,4.8,0
60,Khem Birch,12.9,0.6,1.8,3,0,0,0,0.7,1.2,1.7,3.8,0.8,0.4,0.6,0.4,1.4,4.8,0
689,Moritz Wagner,10.4,0.42,1.7,4,0.29,0.5,1.8,0.81,1,1.2,2,0.6,0.3,0.3,0.9,1.3,4.8,0
262,Devonte' Graham,14.7,0.34,1.6,4.7,0.28,0.7,2.6,0.76,0.8,1,1.4,2.6,0.5,0,0.7,1,4.7,0
69,Jonah Bolden,14.5,0.49,1.8,3.7,0.35,0.8,2.2,0.48,0.3,0.6,3.8,0.9,0.4,0.9,0.8,2.3,4.7,0
351,John Jenkins,12.8,0.4,1.6,4,0.38,0.8,2.2,0.83,0.6,0.7,1.4,0.8,0,0.1,0.3,0.4,4.7,0
467,Alfonzo McKinnie,13.9,0.49,1.9,3.8,0.36,0.6,1.6,0.56,0.4,0.7,3.4,0.4,0.3,0.2,0.4,1.9,4.7,0
506,Johnathan Motley,7.1,0.53,1.8,3.3,0,0,0.1,0.6,1.1,1.8,2.3,0.5,0.2,0.1,0.7,1.2,4.6,0
430,Timoth¨¦ Luwawu0Cabarrot,13.4,0.38,1.6,4.4,0.31,0.7,2.3,0.76,0.6,0.8,1.9,0.5,0.4,0.2,0.4,1.5,4.6,0
374,Jemerrio Jones,23.8,0.36,2,5.5,0.2,0.3,1.7,0.5,0.2,0.3,8.2,2.2,1.2,0.8,0.8,1.7,4.5,0
558,Theo Pinson,11.7,0.34,1.4,4.1,0.26,0.7,2.6,0.86,1.1,1.2,2,1.2,0.3,0,1,0.8,4.5,0
667,Lance Thomas,17,0.4,1.7,4.3,0.28,0.5,1.7,0.75,0.6,0.8,2.5,0.6,0.4,0.2,0.5,1.8,4.5,0
119,Jevon Carter,14.8,0.3,1.4,4.7,0.33,0.9,2.6,0.81,0.7,0.8,1.7,1.8,0.7,0.3,0.8,1.4,4.4,0
483,Shake Milton,13.4,0.39,1.7,4.4,0.32,0.7,2.2,0.71,0.3,0.4,1.8,0.9,0.4,0.4,0.3,1.5,4.4,0
225,Raymond Felton,11.5,0.41,1.7,4.1,0.33,0.6,1.8,0.92,0.4,0.4,1,1.6,0.3,0.2,0.4,0.9,4.3,0
311,Solomon Hill,20,0.38,1.5,4,0.32,0.7,2.3,0.72,0.5,0.7,3,1.3,0.5,0.2,0.7,1.8,4.3,0
88,Bruce Brown,19.6,0.4,1.7,4.2,0.26,0.3,1.3,0.75,0.6,0.8,2.5,1.2,0.5,0.5,0.6,2.4,4.3,0
265,Jerian Grant,15.7,0.42,1.5,3.7,0.36,0.7,1.8,0.65,0.4,0.7,1.6,2.6,0.7,0.1,0.9,1.3,4.2,0
159,Mitch Creek,9.6,0.5,1.6,3.2,0,0,0.4,0.71,1,1.4,2.4,1.2,0.4,0,0.2,0.6,4.2,0
65,Jaron Blossomgame,16.3,0.44,1.7,3.9,0.26,0.4,1.4,0.77,0.4,0.5,3.6,0.5,0.3,0.3,0.4,0.7,4.2,0
139,Marquese Chriss,11.6,0.37,1.6,4.2,0.22,0.4,1.7,0.71,0.7,1,3.3,0.5,0.4,0.3,0.8,1.9,4.2,0
588,Glenn Robinson III,13,0.42,1.6,3.7,0.29,0.4,1.3,0.8,0.7,0.9,1.5,0.4,0.3,0.2,0.4,1,4.2,0
182,Marcus Derrickson,6.1,0.49,1.5,3,0.5,0.9,1.8,0.8,0.4,0.5,1.2,0.1,0,0.1,0.3,0.8,4.2,0
442,Ian Mahinmi,14.6,0.45,1.4,3.1,0.19,0.1,0.5,0.69,1.2,1.8,3.8,0.7,0.7,0.5,0.6,2.5,4.1,0
277,Dusty Hannahs,13,0.25,1.5,6,0,0,2.5,1,1,1,0.5,2.5,0.5,0,0.5,0.5,4,0
421,Shaun Livingston,15.1,0.52,1.7,3.3,0,0,0,0.78,0.6,0.8,1.8,1.8,0.5,0.4,0.6,1.2,4,0
406,Courtney Lee,12.6,0.41,1.6,3.8,0.29,0.5,1.6,0.67,0.4,0.6,1.6,1.1,0.6,0.1,0.4,0.9,4,0
169,Deyonta Davis,13.1,0.68,1.7,2.4,0,0,0.1,0.6,0.7,1.1,4,0.6,0.3,0.6,0.3,1.3,4,0
224,Cristiano Fel¨ªcio,12.4,0.53,1.6,3,0,0,0.1,0.69,0.8,1.2,3.6,0.6,0.2,0.1,0.6,1.2,4,0
520,Georges Niang,8.7,0.48,1.5,3.1,0.41,0.7,1.8,0.83,0.3,0.4,1.5,0.6,0.2,0.1,0.4,1,4,0
84,Ryan Broekhoff,10.8,0.45,1.4,3,0.41,0.9,2.2,0.79,0.4,0.5,1.5,0.5,0.1,0.1,0.4,0.8,4,0
516,Abdel Nader,11.4,0.42,1.5,3.5,0.32,0.5,1.6,0.75,0.4,0.6,1.9,0.3,0.3,0.2,0.4,1.1,4,0
458,Tahjere McCall,8,0.67,2,3,0,0,1,0,0,1,1,0,0,0,0,2,4,0
249,Pau Gasol,12,0.45,1.4,3.1,0.46,0.2,0.4,0.7,0.9,1.3,4.6,1.7,0.2,0.5,0.5,1,3.9,0
696,Brad Wanamaker,9.5,0.48,1.4,2.9,0.41,0.4,1.1,0.86,0.7,0.8,1.1,1.6,0.3,0.1,0.5,0.9,3.9,0
543,Zaza Pachulia,12.9,0.44,1.3,2.8,0,0,0.1,0.78,1.4,1.8,3.9,1.3,0.5,0.3,0.8,2.2,3.9,0
356,Amir Johnson,10.4,0.5,1.5,3.1,0.3,0.2,0.8,0.76,0.6,0.8,2.9,1.2,0.3,0.3,0.9,1.9,3.9,0
472,Salah Mejri,11.1,0.49,1.5,3.1,0.32,0.3,0.9,0.63,0.6,0.9,3.6,1,0.3,0.7,0.6,1.5,3.9,0
640,Ray Spalding,10.6,0.53,1.8,3.4,0,0,0.2,0.33,0.3,0.9,3.4,0.4,0.6,0.6,0.6,1.6,3.9,0
405,T.J. Leaf,9,0.54,1.7,3.2,0.26,0.1,0.5,0.61,0.3,0.5,2.2,0.4,0.2,0.3,0.2,0.6,3.9,0
468,Ben McLemore,8.3,0.39,1.3,3.4,0.42,0.9,2.2,0.67,0.4,0.6,0.9,0.2,0.3,0.2,0.3,1.2,3.9,0
627,Anfernee Simons,7.1,0.44,1.4,3.2,0.35,0.5,1.5,0.56,0.5,0.8,0.7,0.7,0.1,0,0.6,0.5,3.8,0
609,Thabo Sefolosha,12.2,0.48,1.4,3,0.44,0.7,1.6,0.64,0.3,0.4,2.5,0.5,0.9,0.1,0.5,0.8,3.8,0
415,Jon Leuer,9.8,0.58,1.6,2.8,0.09,0,0.3,0.74,0.6,0.8,2.4,0.3,0.3,0.1,0.6,1.5,3.8,0
9,Rawle Alkins,12,0.33,1.3,3.9,0.25,0.3,1.2,0.67,0.8,1.2,2.6,1.3,0.1,0,0.8,0.7,3.7,0
236,Jimmer Fredette,10.8,0.28,1.3,4.8,0,0,2.2,1,1,1,1.2,1.3,0.5,0,0.8,0.8,3.7,0
340,Demetrius Jackson,6.5,0.53,1.3,2.5,0.33,0.3,1,1,0.7,0.7,0.5,0.8,0.3,0,0.2,0.7,3.7,0
14,Justin Anderson,9.6,0.41,1.3,3.3,0.31,0.5,1.6,0.74,0.5,0.7,1.8,0.5,0.5,0.3,0.5,1,3.7,0
184,Hamidou Diallo,10.3,0.46,1.5,3.2,0.17,0.1,0.5,0.61,0.7,1.2,1.9,0.3,0.4,0.2,0.5,1.5,3.7,0
440,Daryl Macon,11.3,0.37,1.3,3.4,0.46,0.6,1.4,0.57,0.5,0.9,1.5,0.9,0.1,0,0.8,1,3.6,0
706,Alan Williams,5.2,0.62,1.6,2.6,0,0,0.2,0.5,0.4,0.8,3.8,0.6,0.2,0,0.2,0.4,3.6,0
307,Nen¨º,13,0.52,1.4,2.8,0,0,0.1,0.66,0.7,1.1,2.9,0.6,0.4,0.4,0.3,2.1,3.6,0
240,Channing Frye,9.5,0.37,1.2,3.3,0.41,0.9,2.2,0.79,0.3,0.4,1.4,0.6,0.2,0.1,0.4,1.2,3.6,0
549,Patrick Patterson,13.7,0.37,1.3,3.5,0.34,0.7,2.2,0.63,0.3,0.5,2.3,0.5,0.3,0.2,0.3,0.7,3.6,0
83,Isaiah Briscoe,14.3,0.4,1.4,3.5,0.32,0.3,0.9,0.58,0.4,0.7,1.9,2.2,0.3,0.1,0.8,1.7,3.5,0
532,Kyle O'Quinn,8.2,0.51,1.5,3,0.08,0,0.3,0.81,0.4,0.5,2.6,1.2,0.2,0.6,0.7,1.5,3.5,0
694,Tyrone Wallace,10.1,0.42,1.5,3.5,0.21,0.1,0.3,0.53,0.5,0.9,1.6,0.7,0.3,0.1,0.6,1.3,3.5,0
480,Malcolm Miller,6.7,0.42,1.1,2.6,0.48,1,2.1,0.75,0.3,0.4,0.5,0.1,0.1,0.1,0.1,0.5,3.5,0
367,Wesley Johnson,14.1,0.35,1.2,3.4,0.33,0.7,2,0.68,0.3,0.5,1.9,0.6,0.4,0.3,0.5,1.7,3.4,0
589,Jerome Robinson,9.7,0.4,1.3,3.3,0.32,0.5,1.7,0.67,0.2,0.3,1.2,0.6,0.3,0.1,0.4,1.4,3.4,0
54,Jordan Bell,11.6,0.52,1.5,2.8,0,0,0,0.61,0.4,0.6,2.7,1.1,0.3,0.8,0.6,1.2,3.3,0
634,Jason Smith,9.5,0.36,1.1,3,0.35,0.5,1.3,0.88,0.7,0.8,2.6,0.7,0.2,0.4,0.7,1.5,3.3,0
533,Semi Ojeleye,10.6,0.42,1.2,2.8,0.32,0.5,1.6,0.62,0.4,0.7,1.5,0.4,0.2,0.1,0.3,0.8,3.3,0
587,Duncan Robinson,10.7,0.39,1.2,3.1,0.29,0.7,2.3,0.67,0.3,0.4,1.3,0.3,0.3,0,0.3,0.7,3.3,0
73,Chris Boucher,5.8,0.45,1.2,2.7,0.32,0.4,1.3,0.87,0.5,0.5,2,0.1,0.2,0.9,0.3,1.1,3.3,0
357,B.J. Johnson,7,0.5,1.3,2.6,0.43,0.4,1,1,0.3,0.3,1.1,0,0.3,0,0.3,0.6,3.3,0
659,foreign_player,10,0.43,1.1,2.7,0.37,0.7,1.8,0.57,0.3,0.5,1.1,2.1,0.2,0.1,1.4,1.8,3.2,0
3,Jaylen Adams,12.6,0.35,1.1,3.2,0.34,0.7,2.2,0.78,0.2,0.3,1.8,1.9,0.4,0.1,0.8,1.3,3.2,0
290,Andrew Harrison,11,0.3,0.9,3.1,0.2,0.3,1.5,0.94,1,1.1,1.2,1.4,0.2,0.1,0.7,2,3.2,0
513,Svi Mykhailiuk,10.5,0.33,1.1,3.3,0.33,0.7,2.1,0.6,0.3,0.5,0.9,0.9,0.3,0,0.5,0.6,3.2,0
194,PJ Dozier,8.5,0.38,1.3,3.5,0.25,0.3,1.3,0.5,0.2,0.3,2.8,0.8,0.3,0,0,0.3,3.2,0
130,Tyson Chandler,15.9,0.62,1.1,1.8,0,0,0,0.59,0.9,1.6,5.6,0.7,0.4,0.4,0.8,2,3.1,0
276,Daniel Hamilton,10.7,0.38,1.2,3.2,0.35,0.4,1.2,0.5,0.2,0.3,2.5,1.2,0.3,0.1,0.8,1,3,0
164,Dante Cunningham,14.5,0.48,1.2,2.5,0.46,0.5,1,0.78,0.2,0.3,2.9,0.8,0.4,0.2,0.3,1.1,3,0
399,Skal Labissi¨¨re,8,0.53,1.2,2.2,0.46,0.3,0.6,0.53,0.4,0.8,2,0.5,0.2,0.3,0.5,1.3,3,0
142,Gary Clark,12.6,0.33,1,3,0.3,0.8,2.7,1,0.1,0.1,2.3,0.4,0.4,0.5,0.1,0.9,2.9,0
650,Edmond Sumner,9.1,0.34,1,2.8,0.26,0.3,1.2,0.63,0.7,1,1,0.4,0.5,0.2,0.4,1.1,2.9,0
450,Jarell Martin,7.8,0.41,1,2.5,0.35,0.5,1.4,0.82,0.2,0.3,1.7,0.4,0.1,0.2,0.3,1.2,2.7,0
674,Gary Trent Jr.,7.4,0.32,1.1,3.3,0.24,0.3,1.4,0.43,0.2,0.5,0.7,0.3,0.1,0.1,0.3,0.3,2.7,0
459,Patrick McCaw,13.7,0.41,0.9,2.2,0.32,0.3,1,0.87,0.4,0.5,1.7,1,0.8,0.1,0.6,1.3,2.6,0
707,C.J. Williams,8.5,0.49,1.1,2.3,0.31,0.3,1.1,0,0,0.1,0.5,0.8,0.4,0,0.3,1.1,2.6,0
699,Yuta Watanabe,11.6,0.29,1,3.4,0.13,0.1,1.1,0.7,0.5,0.7,2.1,0.5,0.3,0.1,0.4,0.7,2.6,0
692,Lonnie Walker IV,6.9,0.35,0.9,2.7,0.39,0.3,0.8,0.8,0.5,0.6,1,0.5,0.4,0.2,0.2,0.4,2.6,0
106,Deonte Burton,7.5,0.4,1,2.6,0.3,0.3,0.8,0.67,0.3,0.4,0.9,0.3,0.2,0.3,0.3,1,2.6,0
498,Jaylen Morris,7.3,0.4,1,2.5,0.33,0.3,0.8,0.5,0.3,0.5,1.3,1,0.5,0,0.3,0.3,2.5,0
16,Ryan Anderson,12.9,0.3,0.8,2.8,0.23,0.4,1.6,0.75,0.5,0.6,2.2,0.8,0.2,0,0.6,1,2.5,0
435,Scott Machado,4.8,0.67,1,1.5,1,0.3,0.3,1,0.3,0.3,0,0.8,0.3,0,0,0.5,2.5,0
297,Udonis Haslem,7.4,0.33,1.1,3.3,0,0,1.2,0.75,0.3,0.4,2.7,0.2,0,0,0.3,0.9,2.5,0
428,Jordan Loyd,4.6,0.44,0.7,1.5,0.5,0.3,0.7,0.82,0.8,0.9,0.8,0.5,0,0,0.2,0.4,2.4,0
525,James Nunnally,6.8,0.35,0.8,2.3,0.32,0.5,1.7,1,0.3,0.3,0.3,0.5,0.1,0,0.1,0.7,2.4,0
111,Jos¨¦ Calder¨®n,12.9,0.38,0.9,2.4,0.25,0.3,1.2,0.82,0.2,0.2,1.2,2.3,0.3,0.1,0.7,1.3,2.3,0
723,Guerschon Yabusele,6.1,0.46,0.9,1.9,0.32,0.2,0.7,0.68,0.4,0.5,1.3,0.4,0.2,0.2,0.4,0.8,2.3,0
666,Khyri Thomas,7.5,0.32,0.8,2.7,0.29,0.4,1.3,0.64,0.3,0.4,0.8,0.3,0.3,0.2,0.2,0.8,2.3,0
660,Jared Terrell,7.9,0.31,0.9,2.8,0.24,0.3,1.2,0.5,0.2,0.4,0.4,0.9,0.2,0.1,0.7,1.1,2.2,0
698,Julian Washburn,14.1,0.33,0.9,2.7,0.21,0.3,1.3,0.75,0.2,0.2,2.3,0.8,0.7,0.1,0.4,0.9,2.2,0
90,Lorenzo Brown,8.2,0.32,0.9,2.7,0.21,0.2,1.1,1,0.1,0.1,1.2,1.1,0.5,0.2,0.6,0.8,2.1,0
509,foreign_player,4.3,0.41,1,2.4,0.1,0.1,1.1,0,0,0.2,0.6,0.2,0.2,0,0.4,0.1,2.1,0
429,Kalin Lucas,6,0,0,1,0,0,1,1,2,2,3,1,0,0,0,1,2,0
651,Caleb Swanigan,8.5,0.34,0.9,2.5,0.14,0,0.3,0.67,0.3,0.4,3,0.5,0.3,0,0.9,1.3,2,0
36,Wade Baldwin,5.9,0.3,0.6,2.1,0.22,0.1,0.6,0.73,0.5,0.7,0.9,0.8,0.1,0.1,0.9,0.7,1.9,0
296,Isaiah Hartenstein,7.9,0.49,0.7,1.5,0.33,0.1,0.2,0.79,0.4,0.5,1.7,0.5,0.3,0.4,0.5,2,1.9,0
562,Quincy Pondexter,5.5,0.5,0.5,1.1,0.33,0.1,0.3,0.81,0.6,0.8,0.9,0.5,0.2,0,0.2,0.5,1.8,0
474,Chimezie Metu,5,0.33,0.7,2,0,0,0.1,0.77,0.4,0.6,1.2,0.4,0.2,0.1,0.5,0.5,1.8,0
306,Haywood Highsmith,8,0.4,0.8,2,0.2,0.2,1,0,0,0.4,1,0.4,0.2,0,0.2,0.2,1.8,0
550,Justin Patton,7,0.29,0.7,2.3,0,0,0.7,0.5,0.3,0.7,2,1,0.7,0,0,1.7,1.7,0
2,Quincy Acy,12.3,0.22,0.4,1.8,0.13,0.2,1.5,0.7,0.7,1,2.5,0.8,0.1,0.4,0.4,2.4,1.7,0
