id,player_name,appearances_time, field_goal_percentage ,shots_made,shots_try, three_pointer_percentage ,three_shots_made,three_shots_try, free_throws_percentage ,free_throw_made,free_throws_try,rebounds,assists,steals,blocks,turnovers,fouls,scores,is_allstar
662,Axel Toupane,7.6,0.36,0.5,1.4,0.5,0.1,0.3,0.71,0.6,0.9,0.8,0.5,0.3,0.4,0,0.8,1.8,0
498,James Nunnally,5.3,0.39,0.6,1.4,0.33,0.4,1.3,0.5,0.1,0.2,1,0.3,0,0,0.2,0.1,1.7,0
319,Elijah Hughes,3.6,0.33,0.6,1.7,0.35,0.4,1.3,0.75,0.2,0.2,0.5,0.3,0.1,0.1,0.3,0.1,1.7,0
220,Tim Frazier,12.4,0.15,0.6,4,0,0,1.6,0.33,0.4,1.2,1.6,3.2,0.4,0.2,0.8,1.4,1.6,0
205,Bruno Fernando,6.8,0.41,0.5,1.3,0,0,0.1,0.68,0.5,0.7,2.4,0.3,0.1,0.1,0.6,0.7,1.5,0
724,Robert Woodard II,3.5,0.4,0.6,1.5,0.17,0.1,0.5,0.38,0.2,0.6,1.2,0.2,0,0.2,0.1,0.3,1.5,0
388,Rodions Kurucs,6,0.34,0.5,1.5,0.29,0.3,1,0.75,0.1,0.2,1.1,0.5,0.4,0.2,0.6,0.8,1.5,0
659,Anthony Tolliver,9,0.24,0.4,1.5,0.29,0.4,1.3,0.83,0.5,0.5,0.9,0.2,0.3,0.2,0.3,0.6,1.5,0
628,Cassius Stanley,3.9,0.3,0.5,1.8,0.23,0.1,0.5,0.78,0.3,0.4,0.8,0,0,0.1,0,0.6,1.5,0
189,Kris Dunn,11.3,0.08,0.3,3,0,0,0.5,0.75,0.8,1,1.5,0.5,0.5,0.5,0.8,2.5,1.3,0
203,Cristiano Fel¨ªcio,4.7,0.54,0.4,0.7,0,0,0.1,0.56,0.5,0.9,1.4,0.5,0.2,0,0.2,0.6,1.3,0
399,Jalen Lecque,3,0.11,0.3,2.3,0,0,0.3,1,0.8,0.8,1.3,0.5,0,0,0,0,1.3,0
158,Nate Darling,3.7,0.29,0.3,1,0.29,0.3,1,1,0.4,0.4,0.1,0.1,0,0.1,0.1,0.1,1.3,0
582,Andre Roberson,12.6,0.14,0.4,2.8,0.13,0.2,1.6,0.5,0.2,0.4,3,0.8,0.6,0.2,0.4,0.8,1.2,0
476,Juwan Morgan,5.1,0.47,0.5,1,0.31,0.1,0.4,0.43,0.1,0.2,1,0.3,0.1,0,0.1,0.7,1.2,0
425,Karim Man¨¦,8.8,0.23,0.3,1.3,0.5,0.1,0.2,0.8,0.4,0.5,1.4,0.4,0,0.2,0.3,1,1.1,0
472,Adam Mokoka,4,0.37,0.5,1.4,0.1,0.1,0.7,0,0,0.1,0.4,0.4,0.1,0.1,0.4,0.4,1.1,0
57,Tyler Bey,3.9,0.32,0.4,1.2,0.25,0.1,0.2,0.6,0.2,0.3,1.1,0.2,0,0.1,0.2,0.3,1,0
639,Tyrell Terry,5.1,0.31,0.5,1.5,0,0,0.6,0.33,0.1,0.3,0.5,0.5,0.5,0,0.2,0.2,1,0
543,Vincent Poirier,3.9,0.25,0.3,1.2,0,0,0.1,0.33,0.2,0.6,1.4,0.2,0,0.3,0.4,0.8,0.8,0
576,Nick Richards,3.5,0.44,0.2,0.5,0,0,0.1,0.64,0.4,0.6,0.6,0.1,0,0,0.2,0.4,0.8,0
8,Ty0Shon Alexander,3.1,0.25,0.2,0.8,0.22,0.1,0.6,0.5,0.1,0.1,0.7,0.4,0,0.1,0.2,0.1,0.6,0
76,Brian Bowen,2.5,0.25,0.2,0.7,0,0,0.2,1,0.2,0.2,0.5,0,0,0,0,0.2,0.5,0
275,Jared Harper,2,0,0,0.5,0,0,0.1,0.75,0.4,0.5,0.3,0.1,0,0,0.4,0.1,0.4,0
215,Joel Embiid,33.8,0.5,9.8,19.6,0.37,1.4,3.7,0.81,9.6,11.8,11.7,4.2,1.1,1.5,3.1,2.7,30.6,1
382,LeBron James,37.2,0.52,11.4,21.8,0.36,2.9,8,0.76,4.5,6,8.2,6.2,1.3,1.1,3.5,2.2,30.3,1
16,Giannis Antetokounmpo,32.9,0.55,10.3,18.6,0.29,1.1,3.6,0.72,8.3,11.4,11.6,5.8,1.1,1.4,3.3,3.2,29.9,1
206,Kevin Durant,37.2,0.52,10.5,20.3,0.38,2.1,5.5,0.91,6.8,7.4,7.4,6.4,0.9,0.9,3.5,2.1,29.9,1
186,foreign_star,35.4,0.46,9.9,21.6,0.35,3.1,8.8,0.74,5.6,7.5,9.1,8.7,1.2,0.6,4.5,2.2,28.4,1
839,Trae Young,34.9,0.46,9.4,20.3,0.38,3.1,8,0.9,6.6,7.3,3.7,9.7,0.9,0.1,4,1.7,28.4,1
174,DeMar DeRozan,36.1,0.5,10.2,20.2,0.35,0.7,1.9,0.88,6.8,7.8,5.2,4.9,0.9,0.3,2.4,2.3,27.9,1
546,Ja Morant,33.1,0.49,10.2,20.6,0.34,1.5,4.5,0.76,5.5,7.3,5.7,6.7,1.2,0.4,3.4,1.5,27.4,1
370,Kyrie Irving,37.6,0.47,10,21.2,0.42,3.4,8.2,0.92,4.1,4.4,4.4,5.8,1.4,0.6,2.5,2.8,27.4,0
406,foreign_star,33.5,0.58,10.3,17.7,0.34,1.3,3.9,0.81,5.1,6.3,13.8,7.9,1.5,0.9,3.8,2.6,27.1,1
735,Jayson Tatum,35.9,0.45,9.3,20.6,0.35,3,8.6,0.85,5.3,6.2,8,4.4,1,0.6,2.9,2.3,26.9,1
73,Devin Booker,34.5,0.47,9.7,20.9,0.38,2.7,7,0.87,4.6,5.3,5,4.8,1.1,0.4,2.4,2.6,26.8,1
535,Donovan Mitchell,33.8,0.45,9.2,20.5,0.36,3.5,9.8,0.85,4,4.7,4.2,5.3,1.5,0.2,3,2.4,25.9,1
166,Stephen Curry,34.5,0.44,8.4,19.1,0.38,4.5,11.7,0.92,4.3,4.7,5.2,6.3,1.3,0.4,3.2,2,25.5,1
764,Karl0Anthony Towns,33.5,0.53,8.7,16.4,0.41,2,4.9,0.82,5.2,6.3,9.8,3.6,1,1.1,3.1,3.6,24.6,1
264,Shai Gilgeous0Alexander,34.7,0.45,8.5,18.8,0.3,1.6,5.3,0.81,5.9,7.2,5,5.9,1.3,0.8,2.8,2.5,24.5,0
459,Zach LaVine,34.7,0.48,8.4,17.7,0.39,2.8,7.1,0.85,4.8,5.6,4.6,4.5,0.6,0.3,2.6,1.8,24.4,1
261,Paul George,34.7,0.42,8.6,20.5,0.35,2.9,8.3,0.86,4.1,4.8,6.9,5.7,2.2,0.4,4.1,2.4,24.3,0
469,Damian Lillard,36.4,0.4,7.7,19,0.32,3.2,9.8,0.88,5.5,6.2,4.1,7.3,0.6,0.4,2.9,1.3,24,0
97,Jaylen Brown,33.6,0.47,8.7,18.4,0.36,2.5,7,0.76,3.7,4.8,6.1,3.5,1.1,0.3,2.7,2.5,23.6,0
167,Anthony Davis,35.1,0.53,9.3,17.4,0.19,0.3,1.8,0.71,4.4,6.1,9.9,3.1,1.2,2.3,2.1,2.4,23.2,0
51,Bradley Beal,36,0.45,8.7,19.3,0.3,1.6,5.3,0.83,4.2,5.1,4.7,6.6,0.9,0.4,3.4,2.4,23.2,0
239,De'Aaron Fox,35.3,0.47,8.7,18.5,0.3,1.3,4.2,0.75,4.4,5.9,3.9,5.6,1.2,0.4,2.8,2.9,23.2,0
693,Pascal Siakam,37.9,0.49,8.8,17.8,0.34,1.1,3.2,0.75,4.2,5.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,0
369,Brandon Ingram,34,0.46,8.2,17.9,0.33,1.3,4.1,0.83,4.8,5.9,5.8,5.6,0.6,0.5,2.7,2.2,22.7,0
509,CJ McCollum,34.6,0.46,8.6,18.8,0.39,2.9,7.6,0.68,1.9,2.7,4.3,5.1,1.1,0.4,2,2,22.1,0
293,James Harden,37.2,0.41,6.3,15.3,0.33,2.3,6.9,0.88,7.2,8.2,7.7,10.3,1.3,0.6,4.4,2.4,22,1
256,Darius Garland,35.7,0.46,8,17.3,0.38,2.6,6.7,0.89,3.2,3.5,3.3,8.6,1.3,0.1,3.6,1.7,21.7,1
111,Jimmy Butler,33.9,0.48,7,14.5,0.23,0.5,2,0.87,6.9,8,5.9,5.5,1.6,0.5,2.1,1.5,21.4,1
208,Anthony Edwards,34.3,0.44,7.6,17.3,0.36,3,8.4,0.79,3.1,3.9,4.8,3.8,1.5,0.6,2.6,2.3,21.3,0
560,Dejounte Murray,34.8,0.46,8.4,18.3,0.33,1.4,4.3,0.79,2.9,3.6,8.3,9.2,2,0.3,2.6,2,21.1,0
321,Tyler Herro,32.6,0.45,7.6,17,0.4,2.7,6.7,0.87,2.9,3.3,5,4,0.7,0.1,2.6,1.4,20.7,0
751,Klay Thompson,29.4,0.43,7.7,17.9,0.39,3.6,9.3,0.9,1.4,1.6,3.9,2.8,0.5,0.5,1.3,1.7,20.4,0
776,Fred VanVleet,37.9,0.4,6.8,16.9,0.38,3.7,9.9,0.87,3,3.4,4.4,6.7,1.7,0.5,2.6,2.5,20.3,1
624,foreign_star,29,0.46,6.9,15,0.31,1.5,4.9,0.87,4.9,5.6,8.1,2.3,0.7,1.6,1.6,2.7,20.2,0
82,Miles Bridges,35.5,0.49,7.5,15.2,0.33,1.9,5.8,0.8,3.3,4.2,7,3.8,0.9,0.8,1.9,2.4,20.2,0
641,Julius Randle,35.3,0.41,7.1,17.3,0.31,1.7,5.4,0.76,4.2,5.6,9.9,5.1,0.7,0.5,3.4,2.8,20.1,0
34,LaMelo Ball,32.3,0.43,7.2,16.7,0.39,2.9,7.5,0.87,2.8,3.2,6.7,7.6,1.6,0.4,3.3,3.2,20.1,0
526,Khris Middleton,32.4,0.44,6.8,15.5,0.37,2.5,6.6,0.89,3.9,4.4,5.4,5.4,1.2,0.3,2.9,2.4,20.1,1
42,RJ Barrett,34.5,0.41,7,17.1,0.34,2,5.8,0.71,4.1,5.8,5.8,3,0.6,0.2,2.2,2,20,0
668,Terry Rozier,33.7,0.44,7.1,16,0.37,3,8.1,0.85,2.1,2.4,4.3,4.5,1.3,0.3,1.3,1.6,19.3,0
274,Jerami Grant,31.9,0.43,6.3,14.9,0.36,1.9,5.4,0.84,4.6,5.5,4.1,2.4,0.9,1,1.8,2.3,19.2,0
3,Bam Adebayo,32.6,0.56,7.3,13,0,0,0.1,0.75,4.6,6.1,10.1,3.4,1.4,0.8,2.6,3.1,19.1,0
84,Malcolm Brogdon,33.5,0.45,6.8,15.1,0.31,1.6,5.2,0.86,4,4.6,5.1,5.9,0.8,0.4,2.1,2,19.1,0
630,Norman Powell,32.4,0.46,6.2,13.4,0.42,2.4,5.6,0.81,4.2,5.2,3.2,2.1,0.9,0.5,1.5,2.4,19,0
672,Domantas Sabonis,34.5,0.57,7.1,12.5,0.31,0.6,2,0.74,4,5.4,12.1,5.2,1,0.4,3.1,3.3,18.9,0
803,Russell Westbrook,34.3,0.44,7,15.8,0.3,1,3.4,0.67,3.4,5.1,7.4,7.1,1,0.3,3.8,3,18.5,0
619,Jordan Poole,30,0.45,6.2,13.9,0.36,2.8,7.6,0.93,3.2,3.5,3.4,4,0.8,0.3,2.5,2.7,18.5,0
88,Dillon Brooks,27.7,0.43,7.1,16.4,0.31,1.4,4.7,0.85,2.8,3.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4,0
337,Jrue Holiday,33,0.5,7.1,14.2,0.41,2,4.8,0.76,2,2.7,4.5,6.8,1.6,0.4,2.7,2,18.3,0
765,Gary Trent Jr.,35,0.41,6.4,15.5,0.38,3,7.8,0.85,2.5,2.9,2.7,2,1.7,0.3,1,2.1,18.3,0
37,Desmond Bane,29.8,0.46,6.7,14.5,0.44,3,6.9,0.9,1.8,2,4.4,2.7,1.2,0.4,1.5,2.6,18.2,0
69,foreign_star,30.9,0.46,6.1,13.4,0.39,2.6,6.8,0.86,3.2,3.8,4.3,1.7,0.5,0,1.7,1.7,18.1,0
670,D'Angelo Russell,32,0.41,6.2,15,0.34,2.7,8,0.83,3,3.7,3.3,7.1,1,0.3,2.5,2,18.1,0
827,Christian Wood,30.8,0.5,6.5,12.9,0.39,1.9,4.9,0.62,3,4.9,10.1,2.3,0.8,1,1.9,2.5,17.9,0
771,foreign_player,30.3,0.54,6.9,12.7,0.36,0.8,2.1,0.82,3.2,3.9,11.4,2.6,0.6,0.8,2.4,3.3,17.8,0
779,foreign_player,33.1,0.47,7.5,15.8,0.31,1.4,4.5,0.76,1.3,1.7,11,3.2,1,1,1.9,2.5,17.6,0
502,Tyrese Maxey,35.3,0.49,6.4,13.3,0.43,1.8,4.1,0.87,2.8,3.3,3.2,4.3,0.7,0.4,1.2,2.1,17.5,0
162,Cade Cunningham,32.6,0.42,6.7,16.1,0.31,1.8,5.7,0.85,2.2,2.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4,0
278,Jalen Green,31.9,0.43,6.1,14.2,0.34,2.3,6.8,0.8,2.8,3.5,3.4,2.6,0.7,0.3,2,1.5,17.3,0
698,Anfernee Simons,29.5,0.44,6.2,14,0.41,3.1,7.8,0.89,1.8,2,2.6,3.9,0.5,0.1,2,1.9,17.3,0
29,Deandre Ayton,29.5,0.63,7.6,12,0.37,0.1,0.3,0.75,1.8,2.4,10.2,1.4,0.7,0.7,1.6,2.4,17.2,0
304,Tobias Harris,34.8,0.48,6.8,14,0.37,1.4,3.8,0.84,2.3,2.8,6.8,3.5,0.6,0.6,1.6,2.2,17.2,0
812,Andrew Wiggins,31.9,0.47,6.5,14,0.39,2.2,5.5,0.63,2,3.2,4.5,2.2,1,0.7,1.5,2.2,17.2,1
187,Luguentz Dort,32.6,0.4,5.7,14.2,0.33,2.5,7.7,0.84,3.2,3.7,4.2,1.7,0.9,0.4,1.7,2.9,17.2,0
449,Kyle Kuzma,33.4,0.45,6.4,14.2,0.34,1.9,5.7,0.71,2.4,3.3,8.5,3.5,0.6,0.9,2.6,1.9,17.1,0
20,OG Anunoby,36,0.44,6.4,14.5,0.36,2.4,6.6,0.75,1.9,2.5,5.5,2.6,1.5,0.5,1.7,2.7,17.1,0
398,Keldon Johnson,31.9,0.47,6.3,13.5,0.4,2.1,5.3,0.76,2.4,3.1,6.1,2.1,0.8,0.2,1.2,2,17,0
464,Caris LeVert,30.7,0.44,6.5,14.7,0.32,1.4,4.4,0.76,2.5,3.3,3.7,4.3,0.9,0.4,1.9,2.3,17,0
381,Reggie Jackson,31.2,0.39,6.4,16.3,0.33,2.2,6.8,0.85,1.8,2.2,3.6,4.8,0.7,0.2,2.3,2.1,16.8,0
40,Harrison Barnes,33.5,0.47,5.1,10.8,0.39,1.8,4.7,0.83,4.4,5.4,5.6,2.4,0.7,0.2,1.5,1.2,16.4,0
374,Jaren Jackson Jr.,27.3,0.42,5.5,13.3,0.32,1.6,5.1,0.82,3.6,4.4,5.8,1.1,0.9,2.3,1.7,3.5,16.3,0
19,Cole Anthony,31.7,0.39,5.5,14,0.34,2,6,0.85,3.3,3.9,5.4,5.7,0.7,0.3,2.6,2.6,16.3,0
103,Jalen Brunson,31.9,0.5,6.4,12.8,0.37,1.2,3.2,0.84,2.3,2.7,3.9,4.8,0.8,0,1.6,1.9,16.3,0
141,John Collins,30.8,0.53,6.3,11.9,0.36,1.2,3.3,0.79,2.5,3.1,7.8,1.8,0.6,1,1.1,3,16.2,0
10,Jarrett Allen,32.3,0.68,6.6,9.7,0.1,0,0.2,0.71,2.9,4.2,10.8,1.6,0.8,1.3,1.7,1.7,16.1,0
61,Saddiq Bey,33,0.4,5.5,13.9,0.35,2.6,7.4,0.83,2.6,3.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,0
138,Jordan Clarkson,27.1,0.42,5.9,14.1,0.32,2.4,7.6,0.83,1.8,2.2,3.5,2.5,0.8,0.2,1.6,1.9,16,0
689,Collin Sexton,28.7,0.45,6.2,13.7,0.24,1,4.1,0.74,2.6,3.5,3.3,2.1,0.9,0,2.8,2.3,16,0
314,Gordon Hayward,31.9,0.46,5.8,12.6,0.39,1.8,4.5,0.85,2.6,3,4.6,3.6,1,0.4,1.7,1.7,15.9,0
267,Rudy Gobert,32.1,0.71,5.5,7.7,0,0,0.1,0.69,4.6,6.7,14.7,1.1,0.7,2.1,1.8,2.7,15.6,1
620,Kevin Porter Jr.,31.3,0.42,5.5,13.2,0.38,2.5,6.8,0.64,2,3.2,4.4,6.2,1.1,0.4,3.1,2.6,15.6,0
322,Buddy Hield,30.9,0.41,5.5,13.6,0.37,3.2,8.8,0.87,1.4,1.6,4.4,2.8,0.9,0.3,1.9,2.3,15.6,0
551,Marcus Morris,29,0.43,5.6,12.8,0.37,1.9,5.1,0.87,2.4,2.7,4.4,2.1,0.5,0.3,1.3,2.1,15.4,0
41,Scottie Barnes,35.4,0.49,6.2,12.6,0.3,0.8,2.6,0.74,2.1,2.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,0
287,Tyrese Haliburton,35,0.47,5.6,11.8,0.41,2.1,5.1,0.84,2.1,2.5,4,8.2,1.7,0.6,2.6,1.6,15.3,0
781,Franz Wagner,30.7,0.47,5.8,12.3,0.35,1.2,3.4,0.86,2.4,2.8,4.5,2.9,0.9,0.4,1.5,2.1,15.2,0
68,foreign_player,29.3,0.43,5.4,12.6,0.37,2.7,7.3,0.84,1.5,1.8,4,3.1,1.1,0.2,1.1,2.1,15.1,0
578,foreign_player,28.2,0.54,5.7,10.7,0.27,0.3,1,0.69,3.3,4.8,11.1,2.8,1.1,0.6,2.6,3.4,15,0
124,Wendell Carter Jr.,29.9,0.53,5.8,11,0.33,1.1,3.5,0.69,2.3,3.3,10.5,2.8,0.6,0.7,1.9,2.7,15,0
536,Evan Mobley,33.8,0.51,6.1,12,0.25,0.3,1.3,0.66,2.4,3.7,8.3,2.5,0.8,1.7,1.9,2.1,15,0
270,Aaron Gordon,31.7,0.52,5.8,11.1,0.34,1.2,3.5,0.74,2.3,3.1,5.9,2.5,0.6,0.6,1.8,2,15,0
598,Kelly Oubre Jr.,26.3,0.44,5.4,12.3,0.35,2.5,7.3,0.67,1.7,2.5,4,1.1,1,0.4,0.9,2.5,15,0
163,Seth Curry,33.3,0.49,5.6,11.5,0.42,2.5,5.8,0.87,1.3,1.5,3.1,3.6,0.8,0.2,1.7,2.3,15,0
306,Josh Hart,33.2,0.5,5.3,10.5,0.34,1.4,3.9,0.76,3,3.9,7.2,4.1,1.1,0.2,2.1,2.8,14.9,0
491,Lauri Markkanen,30.8,0.45,5.1,11.5,0.36,2.2,6.2,0.87,2.3,2.6,5.7,1.3,0.7,0.5,0.9,2.1,14.8,0
333,Jaylen Hoard,34.3,0.49,6.3,12.9,0.36,1.3,3.6,0.43,0.9,2,12,2.4,0.9,0.7,1.1,2,14.7,0
43,Will Barton,32.1,0.44,5.5,12.6,0.37,2.2,6.1,0.8,1.4,1.8,4.8,3.9,0.8,0.4,1.8,1.6,14.7,0
604,Chris Paul,32.9,0.49,5.6,11.3,0.32,1,3.1,0.84,2.6,3.1,4.4,10.8,1.9,0.3,2.4,2.1,14.7,1
623,Bobby Portis,28.2,0.48,5.8,12.1,0.39,1.8,4.7,0.75,1.2,1.6,9.1,1.2,0.7,0.7,1.3,2.4,14.6,0
81,Mikal Bridges,34.8,0.53,5.6,10.5,0.37,1.4,3.8,0.83,1.6,1.9,4.2,2.3,1.2,0.4,0.8,1.8,14.2,0
292,Tim Hardaway Jr.,29.6,0.39,5,12.6,0.34,2.4,7.2,0.76,1.9,2.5,3.7,2.2,0.9,0.1,0.8,1.8,14.2,0
238,Evan Fournier,29.5,0.42,5,12.1,0.39,3,7.7,0.71,1,1.4,2.6,2.1,1,0.3,1.3,2.3,14.1,0
537,Malik Monk,28.1,0.47,5.1,10.9,0.39,2.3,5.8,0.8,1.2,1.5,3.4,2.9,0.8,0.4,1.6,1.8,13.8,0
179,Spencer Dinwiddie,29.6,0.42,4.6,11,0.34,1.7,4.9,0.77,2.9,3.8,4.2,5.2,0.7,0.2,1.6,2.2,13.7,0
144,Mike Conley,28.6,0.44,4.8,11,0.41,2.3,5.8,0.8,1.8,2.3,3,5.3,1.3,0.3,1.7,2,13.7,0
478,Kevin Love,22.5,0.43,4.4,10.3,0.39,2.5,6.4,0.84,2.2,2.7,7.2,2.2,0.4,0.2,1.3,1.4,13.6,0
616,Jakob Poeltl,29,0.62,6,9.8,1,0,0,0.5,1.4,2.8,9.3,2.8,0.7,1.7,1.6,3.1,13.5,0
682,foreign_player,28.7,0.43,4.9,11.3,0.34,1.3,3.9,0.85,2.5,2.9,3.3,4.6,0.8,0.1,2.2,2.4,13.5,0
479,Kyle Lowry,33.9,0.44,4.4,10,0.38,2.3,6.1,0.85,2.3,2.8,4.5,7.5,1.1,0.3,2.7,2.8,13.4,0
360,De'Andre Hunter,29.8,0.44,4.8,10.8,0.38,1.4,3.7,0.77,2.4,3.1,3.3,1.3,0.7,0.4,1.3,2.9,13.4,0
271,Eric Gordon,29.3,0.48,4.7,9.9,0.41,2.2,5.3,0.78,1.8,2.4,2,2.7,0.5,0.3,1.9,1.1,13.4,0
18,Carmelo Anthony,26,0.44,4.6,10.5,0.38,2.2,5.8,0.83,1.9,2.3,4.2,1,0.7,0.8,0.9,2.4,13.3,0
805,Derrick White,29.3,0.42,4.5,10.7,0.31,1.5,4.9,0.86,2.7,3.1,3.5,4.9,0.9,0.8,1.6,2.3,13.2,0
113,Kentavious Caldwell0Pope,30.2,0.44,4.7,10.8,0.39,2.1,5.3,0.89,1.8,2,3.4,1.9,1.1,0.3,1.3,1.8,13.2,0
299,Montrezl Harrell,23.1,0.65,5,7.8,0.24,0.1,0.2,0.72,3,4.2,6.1,2,0.4,0.6,1,1.9,13.1,0
669,Ricky Rubio,28.5,0.36,4.4,12.1,0.34,1.7,5.1,0.85,2.6,3,4.1,6.6,1.4,0.2,2.6,2.2,13.1,0
203,Chris Duarte,28,0.43,4.9,11.3,0.37,1.7,4.6,0.8,1.6,2,4.1,2.1,1,0.2,1.6,1.7,13.1,0
35,Lonzo Ball,34.6,0.42,4.6,10.9,0.42,3.1,7.4,0.75,0.6,0.8,5.4,5.1,1.8,0.9,2.3,2.4,13,0
770,Myles Turner,29.4,0.51,4.8,9.4,0.33,1.5,4.4,0.75,1.9,2.5,7.1,1,0.7,2.8,1.3,2.8,12.9,0
5,LaMarcus Aldridge,22.3,0.55,5.4,9.7,0.3,0.3,1,0.87,1.9,2.2,5.5,0.9,0.3,1,0.9,1.7,12.9,0
814,Brandon Williams,26.7,0.37,4.4,11.8,0.29,1.3,4.4,0.7,2.8,4,3.1,3.9,1,0.4,2.4,2.2,12.9,0
804,Coby White,27.5,0.43,4.6,10.6,0.39,2.2,5.8,0.86,1.3,1.5,3,2.9,0.5,0.2,1.1,2.2,12.7,0
553,Monte Morris,29.9,0.48,5,10.3,0.4,1.7,4.2,0.87,1,1.1,3,4.4,0.7,0.2,1,1.2,12.6,0
263,Josh Giddey,31.5,0.42,5.2,12.4,0.26,1,3.9,0.71,1,1.5,7.8,6.4,0.9,0.4,3.2,1.6,12.5,0
393,Cameron Johnson,26.2,0.46,4.2,9.2,0.43,2.5,5.9,0.86,1.5,1.7,4.1,1.5,0.9,0.2,0.7,1.7,12.5,0
473,Brook Lopez,22.9,0.47,4.7,10.1,0.36,1.5,4.1,0.87,1.5,1.8,4.1,0.5,0.6,1.2,0.9,2.6,12.4,0
591,Victor Oladipo,21.6,0.48,4.4,9.1,0.42,1.9,4.5,0.74,1.8,2.4,2.9,3.5,0.6,0.1,2,1.6,12.4,0
777,Devin Vassell,27.3,0.43,4.6,10.8,0.36,1.9,5.4,0.84,1.2,1.4,4.3,1.9,1.1,0.6,0.8,2,12.3,0
705,Marcus Smart,32.3,0.42,4.2,10.1,0.33,1.7,5.1,0.79,2,2.5,3.8,5.9,1.7,0.3,2.2,2.3,12.1,0
354,Kevin Huerter,29.6,0.45,4.7,10.3,0.39,2.2,5.6,0.81,0.6,0.7,3.4,2.7,0.7,0.4,1.2,2.5,12.1,0
52,Malik Beasley,25,0.39,4.2,10.8,0.38,3,8.1,0.82,0.6,0.8,2.9,1.5,0.5,0.2,0.5,1.1,12.1,0
786,Lonnie Walker IV,23,0.41,4.4,10.9,0.31,1.6,5,0.78,1.7,2.1,2.6,2.2,0.6,0.3,1,1.4,12.1,0
666,Derrick Rose,24.5,0.45,4.7,10.5,0.4,1.4,3.5,0.97,1.2,1.2,3,4,0.8,0.5,1.5,0.6,12,0
427,Luke Kennard,27.4,0.45,4.1,9.1,0.45,2.7,6,0.9,1,1.1,3.3,2.1,0.6,0.1,0.9,1.4,11.9,0
272,Devonte' Graham,28.4,0.36,3.9,10.7,0.34,2.5,7.4,0.84,1.6,1.8,2.3,4.2,0.9,0.2,1.4,1.3,11.9,0
734,Jae'Sean Tate,26.4,0.5,4.7,9.3,0.31,0.8,2.6,0.71,1.7,2.4,5.4,2.8,0.9,0.5,1.8,3.7,11.8,0
731,Jalen Suggs,27.2,0.36,4.1,11.4,0.21,0.9,4.1,0.77,2.6,3.4,3.6,4.4,1.2,0.4,3,3,11.8,0
109,Alec Burks,28.6,0.39,3.5,9,0.4,1.9,4.8,0.82,2.7,3.3,4.9,3,1,0.3,1.1,2.7,11.7,0
252,Danilo Gallinari,25.3,0.43,3.9,9,0.38,1.7,4.5,0.9,2.1,2.4,4.7,1.5,0.4,0.2,0.6,1.4,11.7,0
785,Kemba Walker,25.6,0.4,4,10,0.37,2,5.4,0.85,1.6,1.9,3,3.5,0.7,0.2,1.3,1,11.6,0
592,Cameron Oliver,21.5,0.67,5,7.5,0.33,0.5,1.5,0.67,1,1.5,3,1.5,0.5,0.5,0,2.5,11.5,0
534,Davion Mitchell,27.7,0.42,4.7,11.2,0.32,1.3,4.3,0.66,0.7,1.1,2.2,4.2,0.7,0.3,1.5,1.9,11.5,0
528,Patty Mills,29,0.41,4,9.8,0.4,2.8,7,0.81,0.6,0.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,0
31,Marvin Bagley III,24,0.5,4.7,9.3,0.24,0.5,2,0.66,1.4,2.1,7,0.8,0.5,0.4,0.8,1.9,11.3,0
303,Joe Harris,30.2,0.45,4,8.9,0.47,2.9,6.3,0.83,0.4,0.4,4,1,0.5,0.1,1.1,2.2,11.3,0
286,Rui Hachimura,22.5,0.49,4.5,9.1,0.45,1.3,2.9,0.7,1.1,1.6,3.8,1.1,0.5,0.2,0.8,1.3,11.3,0
639,Immanuel Quickley,23.1,0.39,3.6,9.3,0.35,1.8,5.1,0.88,2.3,2.6,3.2,3.5,0.7,0,1.3,2.1,11.3,0
515,Doug McDermott,24,0.46,4.2,9.1,0.42,2.1,5,0.78,0.8,1,2.3,1.3,0.3,0.1,0.8,1.5,11.3,0
117,Clint Capela,27.6,0.61,5,8.2,0,0,0,0.47,1.1,2.3,11.9,1.2,0.7,1.3,0.6,2.2,11.1,0
9,Grayson Allen,27.3,0.45,3.9,8.6,0.41,2.4,5.9,0.87,1,1.1,3.4,1.5,0.7,0.3,0.7,1.5,11.1,0
302,Gary Harris,28.4,0.43,3.9,9.1,0.38,1.9,5,0.87,1.4,1.6,2,1.8,1,0.1,1,1.8,11.1,0
699,Zavier Simpson,43.5,0.37,4.8,13,0.13,0.3,2,1,1.3,1.3,5.3,7.5,1.3,1,2.5,3.8,11,0
177,Hamidou Diallo,21.9,0.5,4.5,9.1,0.25,0.4,1.6,0.65,1.6,2.4,4.8,1.3,1.2,0.3,1,2.5,11,0
228,Dorian Finney0Smith,33.1,0.47,4.1,8.7,0.4,2.2,5.4,0.68,0.7,1,4.7,1.9,1.1,0.5,1,2.3,11,0
